,index,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
103,254,2022-580,Australian Open,Hard,128,G,20220117,203,211651,8,,Paula Badosa,R,180.0,ESP,24.1724845996,216146,,,Marta Kostyuk,R,175.0,UKR,19.5564681725,6-2 5-7 6-4,3,R32,139.0,4.0,9.0,109.0,62.0,40.0,21.0,15.0,10.0,15.0,2.0,6.0,87.0,46.0,23.0,21.0,15.0,3.0,10.0,6.0,4264.0,66.0,1030.0
104,255,2022-580,Australian Open,Hard,128,G,20220117,204,203389,27,,Danielle Collins,R,178.0,USA,28.0958247775,220704,,,Clara Tauson,R,182.0,DEN,19.0746064339,4-6 6-4 7-5,3,R32,155.0,4.0,9.0,93.0,53.0,43.0,19.0,16.0,3.0,6.0,2.0,4.0,104.0,53.0,35.0,26.0,16.0,9.0,13.0,30.0,1911.0,39.0,1459.0
105,256,2022-580,Australian Open,Hard,128,G,20220117,205,210722,19,,Elise Mertens,R,179.0,BEL,26.1683778234,201533,,,Shuai Zhang,R,177.0,CHN,32.9883641342,6-2 6-2,3,R32,70.0,4.0,1.0,41.0,28.0,21.0,10.0,8.0,1.0,2.0,2.0,2.0,53.0,28.0,18.0,7.0,8.0,3.0,8.0,26.0,2091.0,74.0,946.0
106,257,2022-580,Australian Open,Hard,128,G,20220117,206,201594,14,,Simona Halep,R,168.0,ROU,30.3080082136,203575,,,Danka Kovinic,R,169.0,MNE,27.1649555099,6-2 6-1,3,R32,64.0,3.0,1.0,41.0,30.0,21.0,6.0,8.0,3.0,4.0,0.0,2.0,54.0,23.0,10.0,11.0,7.0,4.0,10.0,15.0,2657.0,98.0,799.0
107,258,2022-580,Australian Open,Hard,128,G,20220117,207,201427,,,Alize Cornet,R,173.0,FRA,31.9863107461,214461,29,,Tamara Zidansek,R,168.0,SLO,24.0602327173,4-6 6-4 6-2,3,R32,163.0,0.0,4.0,97.0,67.0,40.0,10.0,14.0,10.0,16.0,1.0,3.0,113.0,62.0,33.0,21.0,14.0,7.0,15.0,61.0,1050.0,29.0,1931.0
108,259,2022-580,Australian Open,Hard,128,G,20220117,208,216347,7,,Iga Swiatek,R,176.0,POL,20.6324435318,214082,25,,Daria Kasatkina,R,170.0,RUS,24.6981519507,6-2 6-3,3,R32,95.0,4.0,1.0,75.0,50.0,31.0,15.0,9.0,8.0,9.0,3.0,3.0,58.0,36.0,19.0,12.0,8.0,4.0,8.0,9.0,3916.0,23.0,2360.0
109,260,2022-580,Australian Open,Hard,128,G,20220117,209,201514,,,Sorana Cirstea,R,176.0,ROU,31.780971937,201499,10,,Anastasia Pavlyuchenkova,R,177.0,RUS,30.5434633812,6-3 2-6 6-2,3,R32,102.0,2.0,1.0,69.0,40.0,27.0,15.0,13.0,2.0,6.0,3.0,4.0,70.0,45.0,27.0,11.0,12.0,4.0,9.0,38.0,1502.0,11.0,2968.0
110,261,2022-580,Australian Open,Hard,128,G,20220117,210,201466,,,Kaia Kanepi,R,181.0,EST,36.605065024,213666,WC,,Maddison Inglis,R,171.0,AUS,24.0082135524,2-6 6-2 6-0,3,R32,91.0,5.0,5.0,65.0,26.0,22.0,16.0,11.0,0.0,4.0,1.0,3.0,64.0,41.0,23.0,6.0,11.0,2.0,9.0,115.0,673.0,133.0,573.0
111,262,2022-580,Australian Open,Hard,128,G,20220117,211,214544,2,,Aryna Sabalenka,R,182.0,BLR,23.704312115,214954,31,,Marketa Vondrousova,L,173.0,CZE,22.5571526352,4-6 6-3 6-1,3,R32,109.0,1.0,10.0,80.0,52.0,41.0,11.0,13.0,4.0,6.0,6.0,5.0,87.0,52.0,32.0,14.0,13.0,3.0,8.0,2.0,5698.0,41.0,1447.0
112,263,2022-580,Australian Open,Hard,128,G,20220117,212,202458,1,,Ashleigh Barty,R,166.0,AUS,25.7330595483,216153,,,Amanda Anisimova,R,180.0,USA,20.3805612594,6-4 6-3,3,R16,74.0,7.0,3.0,54.0,36.0,28.0,9.0,10.0,4.0,5.0,4.0,1.0,73.0,49.0,30.0,9.0,9.0,7.0,11.0,1.0,7111.0,60.0,1060.0
113,264,2022-580,Australian Open,Hard,128,G,20220117,213,202468,21,,Jessica Pegula,R,170.0,USA,27.8959616701,206289,5,,Maria Sakkari,R,172.0,GRE,26.4832306639,7-6(0) 6-3,3,R16,95.0,6.0,2.0,65.0,37.0,28.0,18.0,11.0,4.0,6.0,4.0,5.0,71.0,39.0,28.0,11.0,10.0,2.0,5.0,21.0,2474.0,8.0,4071.0
114,265,2022-580,Australian Open,Hard,128,G,20220117,214,206252,4,,Barbora Krejcikova,R,178.0,CZE,26.083504449,201458,24,,Victoria Azarenka,R,180.0,BLR,32.4654346338,6-2 6-2,3,R16,84.0,6.0,2.0,48.0,30.0,26.0,8.0,8.0,3.0,4.0,1.0,6.0,54.0,30.0,19.0,7.0,8.0,5.0,10.0,4.0,5213.0,25.0,2166.0
115,266,2022-580,Australian Open,Hard,128,G,20220117,215,201619,,,Madison Keys,R,178.0,USA,26.9158110883,211651,8,,Paula Badosa,R,180.0,ESP,24.1724845996,6-3 6-1,3,R16,69.0,3.0,1.0,49.0,33.0,25.0,8.0,8.0,0.0,1.0,1.0,10.0,68.0,40.0,23.0,9.0,8.0,11.0,16.0,51.0,1153.0,6.0,4264.0
116,267,2022-580,Australian Open,Hard,128,G,20220117,216,203389,27,,Danielle Collins,R,178.0,USA,28.0958247775,210722,19,,Elise Mertens,R,179.0,BEL,26.1683778234,4-6 6-4 6-4,3,R16,171.0,1.0,7.0,99.0,52.0,33.0,25.0,15.0,5.0,9.0,8.0,9.0,115.0,67.0,45.0,18.0,15.0,13.0,18.0,30.0,1911.0,26.0,2091.0
117,268,2022-580,Australian Open,Hard,128,G,20220117,217,201427,,,Alize Cornet,R,173.0,FRA,31.9863107461,201594,14,,Simona Halep,R,168.0,ROU,30.3080082136,6-4 3-6 6-4,3,R16,153.0,1.0,9.0,94.0,62.0,35.0,13.0,15.0,5.0,11.0,0.0,1.0,87.0,58.0,32.0,15.0,14.0,6.0,12.0,61.0,1050.0,15.0,2657.0
118,269,2022-580,Australian Open,Hard,128,G,20220117,218,216347,7,,Iga Swiatek,R,176.0,POL,20.6324435318,201514,,,Sorana Cirstea,R,176.0,ROU,31.780971937,5-7 6-3 6-3,3,R16,147.0,2.0,5.0,106.0,68.0,52.0,9.0,15.0,8.0,12.0,2.0,2.0,94.0,60.0,35.0,15.0,15.0,8.0,14.0,9.0,3916.0,38.0,1502.0
119,270,2022-580,Australian Open,Hard,128,G,20220117,219,201466,,,Kaia Kanepi,R,181.0,EST,36.605065024,214544,2,,Aryna Sabalenka,R,182.0,BLR,23.704312115,5-7 6-2 7-6(7),3,R16,139.0,5.0,4.0,106.0,52.0,38.0,32.0,16.0,5.0,8.0,7.0,15.0,107.0,68.0,48.0,18.0,16.0,9.0,13.0,115.0,673.0,2.0,5698.0
120,271,2022-580,Australian Open,Hard,128,G,20220117,220,202458,1,,Ashleigh Barty,R,166.0,AUS,25.7330595483,202468,21,,Jessica Pegula,R,170.0,USA,27.8959616701,6-2 6-0,3,QF,63.0,6.0,2.0,45.0,27.0,22.0,10.0,7.0,1.0,1.0,1.0,3.0,56.0,30.0,17.0,8.0,7.0,4.0,9.0,1.0,7111.0,21.0,2474.0
121,272,2022-580,Australian Open,Hard,128,G,20220117,221,201619,,,Madison Keys,R,178.0,USA,26.9158110883,206252,4,,Barbora Krejcikova,R,178.0,CZE,26.083504449,6-3 6-2,3,QF,85.0,11.0,1.0,65.0,47.0,36.0,6.0,9.0,7.0,8.0,2.0,4.0,66.0,37.0,18.0,14.0,8.0,8.0,12.0,51.0,1153.0,4.0,5213.0
122,273,2022-580,Australian Open,Hard,128,G,20220117,222,203389,27,,Danielle Collins,R,178.0,USA,28.0958247775,201427,,,Alize Cornet,R,173.0,FRA,31.9863107461,7-5 6-1,3,QF,88.0,5.0,4.0,57.0,31.0,28.0,11.0,10.0,2.0,3.0,2.0,0.0,66.0,39.0,20.0,15.0,9.0,5.0,9.0,30.0,1911.0,61.0,1050.0
123,274,2022-580,Australian Open,Hard,128,G,20220117,223,216347,7,,Iga Swiatek,R,176.0,POL,20.6324435318,201466,,,Kaia Kanepi,R,181.0,EST,36.605065024,4-6 7-6(2) 6-3,3,QF,181.0,5.0,12.0,113.0,72.0,49.0,15.0,16.0,8.0,13.0,5.0,4.0,124.0,73.0,42.0,25.0,15.0,7.0,13.0,9.0,3916.0,115.0,673.0
124,275,2022-580,Australian Open,Hard,128,G,20220117,224,202458,1,,Ashleigh Barty,R,166.0,AUS,25.7330595483,201619,,,Madison Keys,R,178.0,USA,26.9158110883,6-1 6-3,3,SF,62.0,5.0,0.0,46.0,28.0,24.0,12.0,8.0,2.0,2.0,1.0,1.0,58.0,41.0,20.0,9.0,8.0,2.0,6.0,1.0,7111.0,51.0,1153.0
125,276,2022-580,Australian Open,Hard,128,G,20220117,225,203389,27,,Danielle Collins,R,178.0,USA,28.0958247775,216347,7,,Iga Swiatek,R,176.0,POL,20.6324435318,6-4 6-1,3,SF,78.0,7.0,4.0,50.0,32.0,25.0,7.0,9.0,1.0,3.0,1.0,4.0,53.0,32.0,19.0,3.0,8.0,4.0,10.0,30.0,1911.0,9.0,3916.0
126,277,2022-580,Australian Open,Hard,128,G,20220117,226,202458,1,,Ashleigh Barty,R,166.0,AUS,25.7330595483,203389,27,,Danielle Collins,R,178.0,USA,28.0958247775,6-3 7-6(2),3,F,87.0,10.0,3.0,67.0,38.0,31.0,13.0,11.0,2.0,4.0,1.0,2.0,64.0,40.0,25.0,12.0,10.0,2.0,5.0,1.0,7111.0,30.0,1911.0
